RotationInterval(0-1s),PWMDutyCycle(0-1)
1.000000,0.2159
1.000000,0.2230
1.000000,0.2122
1.000000,0.2469
1.000000,0.2825
1.000000,0.2965
1.000000,0.2491
1.000000,0.3219
1.000000,0.2889
1.000000,0.3624
1.000000,0.3184
1.000000,0.3385
1.000000,0.3604
1.000000,0.3643
1.000000,0.3431
1.000000,0.4044
1.000000,0.3924
1.000000,0.3834
1.000000,0.4183
1.000000,0.0000
1.000000,0.0000
1.000000,0.0149
1.000000,0.1810
1.000000,0.2059
1.000000,0.0889
1.000000,0.1475
1.000000,0.1204
1.000000,0.1358
1.000000,0.3585
1.000000,0.3243
1.000000,0.4518
1.000000,0.4564
1.000000,0.4225
1.000000,0.4269
1.000000,0.4659
0.005324,0.6496
0.031150,0.6852
0.018207,0.4090
0.051520,0.5250
1.000000,0.4857
1.000000,0.4755
1.000000,0.5028
0.025904,0.6186
0.032917,0.7026
0.004790,0.4684
0.023328,0.4960
0.041661,0.5216
1.000000,0.4564
1.000000,0.4745
0.003676,0.5844
1.000000,0.5328
1.000000,0.4996
0.093460,0.6007
0.141558,0.5604
1.000000,0.5392
1.000000,0.5426
0.106789,0.6002
0.020960,0.8000
0.013830,0.5570
0.015171,0.5534
0.039017,0.5604
0.078540,0.5209
1.000000,0.5241
1.000000,0.5490
0.073596,0.6269
0.026497,0.6965
0.006549,0.5800
0.018614,0.5421
0.041238,0.5411
0.063564,0.5536
1.000000,0.5409
0.125092,0.5673
0.069777,0.6540
0.034431,0.6007
0.056935,0.5834
0.099929,0.5538
1.000000,0.5663
1.000000,0.5658
0.035218,0.6440
0.034687,0.6767
0.013845,0.5885
0.025445,0.5807
0.041216,0.5871
0.055183,0.5380
0.059213,0.5766
0.118874,0.5717
0.105266,0.5858
0.094046,0.6032
0.099084,0.6156
0.073253,0.6178
0.056561,0.6054
0.051300,0.5780
0.056353,0.5934
0.036836,0.5985
0.034942,0.6010
0.032644,0.5927
0.033989,0.6095
0.035512,0.5741
0.045528,0.5827
0.047105,0.5949
0.075117,0.5756
0.078517,0.6042
0.056401,0.5902
0.048181,0.6156
0.034581,0.6112
0.031819,0.5988
0.032870,0.6103
0.031993,0.5814
0.040182,0.5722
0.054568,0.5863
0.051808,0.5990
0.043466,0.6056
0.045090,0.6188
0.052548,0.6103
0.055188,0.5932
0.046014,0.6190
0.032024,0.6127
0.028515,0.6090
0.028439,0.6264
0.023497,0.5963
0.025895,0.5863
0.031709,0.6024
0.026737,0.5988
0.032947,0.5702
0.058455,0.5714
0.059366,0.6164
0.035550,0.6239
0.034135,0.6005
0.043436,0.5980
0.038856,0.6183
0.023775,0.6144
0.027844,0.5712
0.046441,0.5717
0.061024,0.5778
0.076554,0.5741
1.000000,0.0000
0.041461,0.6212
0.016804,0.6676
0.006451,0.5038
1.000000,0.5998
1.000000,0.5702
1.000000,0.6063
0.014572,0.7424
0.007424,0.7553
0.018031,0.6127
0.004002,0.6090
0.021600,0.5980
0.028337,0.5507
0.051212,0.5839
0.079307,0.5602
1.000000,0.5729
1.000000,0.5790
0.025817,0.6701
0.052313,0.6266
0.062247,0.5863
0.060101,0.6098
0.044124,0.6027
0.039694,0.5836
0.045428,0.6190
0.034487,0.6103
0.035389,0.6051
0.034499,0.6034
0.034311,0.6042
0.042961,0.5770
1.000000,0.5739
1.000000,0.5822
0.009192,0.6505
0.053348,0.6381
1.000000,0.5853
1.000000,0.5966
0.031030,0.6598
0.023878,0.7556
0.026805,0.5814
0.014227,0.6154
0.025090,0.5968
0.029403,0.6044
