RotationInterval(0-1s),PWMDutyCycle(0-1)
0.008504,0.1687
0.008463,0.1861
0.009043,0.1509
0.008695,0.0979
0.020444,0.1353
0.002285,0.0845
0.005806,0.1548
0.004400,0.1810
0.018979,0.1524
0.012921,0.1697
0.009184,0.1126
0.011901,0.1475
0.017953,0.0750
0.002280,0.1780
0.019393,0.1165
0.021596,0.0481
0.004320,0.1866
0.022090,0.1338
0.018614,0.1797
0.015962,0.0962
0.016958,0.1465
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.006912,0.2149
0.004139,0.1455
0.000496,0.1092
0.002953,0.1118
0.005176,0.1009
0.004807,0.1270
0.000295,0.1065
0.000912,0.1223
0.021630,0.1201
0.018412,0.1111
0.021577,0.0913
0.002157,0.1368
0.003759,0.0977
0.006235,0.1035
0.013412,0.1407
0.025757,0.1084
0.057530,0.1382
0.062678,0.1126
0.066734,0.1387
0.031420,0.1013
0.033369,0.0879
0.021771,0.1389
0.007925,0.1346
0.003501,0.1094
0.003595,0.1035
0.002308,0.1238
0.002887,0.0828
0.004490,0.1389
0.003313,0.1133
0.006607,0.1221
0.013348,0.0816
0.018281,0.1123
0.020061,0.0916
0.035047,0.0864
0.045599,0.1382
0.026810,0.1126
0.024285,0.1280
0.017795,0.1350
0.013851,0.1343
0.013231,0.0864
0.019376,0.1223
0.016660,0.1348
0.012761,0.0957
0.011673,0.1001
0.009628,0.0911
0.009527,0.1160
0.007861,0.1289
0.004380,0.1326
0.002598,0.0884
0.002701,0.0950
0.002942,0.1331
0.001569,0.1219
0.000244,0.1321
0.020249,0.1062
0.019001,0.1238
0.016538,0.1353
0.015174,0.1287
0.014189,0.1365
0.014520,0.1241
0.019009,0.1079
0.000631,0.0842
0.009691,0.1245
0.010396,0.0789
0.013931,0.1236
0.009544,0.0984
0.008169,0.1138
0.003614,0.0967
0.003712,0.1128
0.004246,0.0960
0.003932,0.1104
0.003212,0.1096
0.002853,0.1131
0.003602,0.0816
0.010607,0.0908
0.019312,0.1209
0.015748,0.1172
0.019015,0.0811
0.023828,0.1214
0.022655,0.1101
0.023793,0.1182
0.020393,0.1077
0.019077,0.1201
0.018036,0.0965
0.015315,0.1074
0.013808,0.0994
0.018569,0.0794
0.019764,0.1087
0.017535,0.0960
0.013754,0.0960
0.012749,0.1214
0.011325,0.0869
0.011716,0.0781
0.011908,0.1204
0.007208,0.1123
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.036500,0.1114
0.015577,0.1038
0.009594,0.1175
0.006287,0.1407
0.002896,0.0720
0.002906,0.1453
0.019281,0.1502
0.012662,0.1084
0.014529,0.1377
0.013004,0.1216
0.011170,0.0996
0.018511,0.1045
0.002367,0.1385
0.024234,0.1153
0.003885,0.1480
0.002021,0.1053
0.021960,0.1099
0.020034,0.1160
0.018108,0.0965
0.017822,0.1316
0.015915,0.1133
0.018481,0.0545
0.004818,0.0874
0.013198,0.0982
0.019005,0.1348
0.011484,0.0799
0.018466,0.0527
0.023667,0.1468
0.002068,0.0574
0.002349,0.1184
0.004012,0.0537
0.007204,0.0645
0.007954,0.0889
0.006620,0.1277
0.003477,0.0813
0.003295,0.1324
0.000702,0.1275
0.017639,0.1177
0.018626,0.1248
0.018279,0.0576
0.020727,0.0781
0.000724,0.1258
0.017262,0.1209
