RotationInterval(0-1s),PWMDutyCycle(0-1)
0.266373,0.6208
0.248099,0.6227
0.497394,0.6203
0.228250,0.6342
1.000000,0.6190
0.108555,0.6603
1.000000,0.6205
0.026068,0.6562
1.000000,0.6203
0.233371,0.6569
0.192498,0.6278
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.038966,0.6628
0.060661,0.6210
0.072948,0.6181
0.069955,0.6107
0.074815,0.6129
0.079453,0.6090
0.085542,0.6071
0.110342,0.6059
0.134130,0.6059
0.124954,0.6061
0.103277,0.6046
0.106793,0.6024
0.119685,0.6020
0.124604,0.6020
0.122867,0.6012
0.121673,0.6002
0.109376,0.5993
0.126964,0.5978
0.149125,0.5980
0.158609,0.5985
0.179030,0.5980
0.169191,0.5990
0.229695,0.5983
0.240055,0.6015
0.184839,0.6022
0.163168,0.5990
0.170250,0.5978
0.138312,0.5985
0.117087,0.5966
0.130476,0.5951
0.141696,0.5958
0.163828,0.5966
0.204389,0.5976
0.172712,0.5998
0.194158,0.5980
0.186524,0.5990
0.188634,0.5990
0.202366,0.5990
0.197365,0.6000
0.195689,0.5998
0.248082,0.5995
0.208083,0.6027
0.144386,0.6005
0.122903,0.5966
0.120850,0.5956
0.148437,0.5956
0.132805,0.5971
0.124085,0.5961
0.158471,0.5951
0.189075,0.5973
0.203354,0.5990
0.198849,0.5998
0.159278,0.5995
0.180938,0.5973
0.172131,0.5985
0.163070,0.5985
1.000000,0.5976
0.027553,0.6571
0.187613,0.6132
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.044661,0.6628
0.186559,0.6212
0.306773,0.6217
1.000000,0.6103
0.194695,0.6632
0.210598,0.6230
0.166505,0.6281
0.214351,0.6198
0.189914,0.6212
0.228468,0.6176
0.471476,0.6190
0.197494,0.6332
0.249295,0.6171
1.000000,0.6186
0.201511,0.6632
0.225345,0.6242
0.262453,0.6298
1.000000,0.6274
0.106061,0.6657
0.327597,0.6220
0.217366,0.6320
0.180138,0.6249
1.000000,0.6188
0.081836,0.6637
0.155782,0.6195
0.147548,0.6264
0.172562,0.6193
0.202994,0.6178
0.285618,0.6176
0.255364,0.6217
0.714004,0.6193
0.183283,0.6454
1.000000,0.6173
0.075149,0.6581
1.000000,0.6195
0.371632,0.6562
0.185623,0.6337
0.154457,0.6278
0.173455,0.6190
0.163313,0.6188
0.196986,0.6156
0.245198,0.6159
0.320899,0.6181
0.264470,0.6222
0.299074,0.6186
0.356803,0.6205
1.000000,0.6247
0.036713,0.6623
1.000000,0.6200
0.192595,0.6569
1.000000,0.6256
0.188533,0.6571
1.000000,0.6249
0.773102,0.6574
0.103711,0.6542
0.135194,0.6276
1.000000,0.6254
0.392441,0.6679
0.147016,0.6357
0.119421,0.6283
0.190092,0.6188
0.245301,0.6210
0.236642,0.6220
0.617456,0.6200
0.165586,0.6415
0.306274,0.6168
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.035856,0.6628
0.055588,0.6208
0.073464,0.6178
0.077339,0.6110
0.072252,0.6132
0.090026,0.6090
0.095020,0.6073
0.087620,0.6063
0.096435,0.6046
0.098593,0.6039
0.093269,0.6032
0.103588,0.6020
0.101661,0.6015
0.096145,0.6007
0.103343,0.5995
0.122446,0.5990
0.128338,0.5993
0.149065,0.5988
0.140950,0.5990
0.157949,0.5980
0.185961,0.5980
0.198433,0.5995
0.172547,0.6000
0.147445,0.5983
0.118708,0.5968
0.110301,0.5954
0.126954,0.5949
0.124173,0.5956
0.139694,0.5954
0.173966,0.5961
0.172752,0.5980
0.173731,0.5980
0.159381,0.5980
0.156626,0.5973
0.171879,0.5973
0.172279,0.5983
0.191253,0.5983
0.203666,0.5993
0.182883,0.6000
0.156889,0.5988
0.128812,0.5973
0.108475,0.5958
0.130861,0.5946
0.133472,0.5958
0.123442,0.5961
0.161407,0.5951
0.185497,0.5973
0.180727,0.5988
0.182980,0.5983
0.160354,0.5985
0.179760,0.5976
0.168001,0.5985
0.155868,0.5980
1.000000,0.5973
0.049224,0.6571
