RotationInterval(0-1s),PWMDutyCycle(0-1)
0.077109,0.5788
0.072812,0.5792
0.080463,0.5773
0.088948,0.5778
0.087193,0.5761
0.089058,0.5775
0.084234,0.5766
0.094111,0.5751
0.097318,0.5756
0.097258,0.5751
0.095863,0.5758
0.111901,0.5741
1.000000,0.5746
1.000000,0.5800
0.046380,0.6103
0.018469,0.6085
0.016393,0.5888
0.027784,0.5893
0.044647,0.5797
0.056590,0.5878
0.053541,0.5832
0.062017,0.5805
1.000000,0.5680
1.000000,0.5741
1.000000,0.5783
0.021498,0.6254
0.015005,0.6379
0.004777,0.5895
0.011477,0.5768
0.027927,0.5910
0.038518,0.5883
0.050130,0.5844
1.000000,0.5731
1.000000,0.5766
1.000000,0.5883
0.001650,0.6061
0.046678,0.5949
0.039904,0.5883
0.055792,0.5856
0.063958,0.5866
0.066807,0.5807
0.059503,0.5900
0.071510,0.5744
0.078011,0.5856
0.061099,0.5814
0.070507,0.5805
0.067537,0.5829
0.082198,0.5783
1.000000,0.5690
1.000000,0.5788
1.000000,0.5719
0.046137,0.6090
0.015739,0.6327
0.009678,0.5792
0.022314,0.5878
0.035571,0.5900
0.053064,0.5814
0.072854,0.5819
1.000000,0.5734
1.000000,0.5800
1.000000,0.5780
0.007314,0.6190
0.023872,0.6374
0.007474,0.5880
0.016851,0.5873
0.031991,0.5885
0.047872,0.5853
0.076246,0.5775
0.066539,0.5895
0.053976,0.5814
0.054972,0.5895
0.055049,0.5832
0.067077,0.5812
0.064633,0.5863
1.000000,0.5700
1.000000,0.5861
1.000000,0.5827
0.007611,0.6237
0.030417,0.6134
0.018830,0.5946
0.026657,0.5929
0.043862,0.5814
0.071425,0.5824
0.079781,0.5836
0.083737,0.5814
0.077486,0.5814
0.077297,0.5805
0.074843,0.5810
0.080549,0.5788
0.085704,0.5780
0.079129,0.5792
0.083909,0.5773
0.097542,0.5773
0.091523,0.5770
0.082729,0.5783
0.086803,0.5763
0.088709,0.5766
0.095410,0.5746
0.107225,0.5751
0.113019,0.5736
0.113522,0.5751
0.092580,0.5800
0.075185,0.5819
0.067964,0.5805
0.080320,0.5763
0.112164,0.5734
0.111931,0.5751
0.079994,0.5802
0.064681,0.5810
0.075999,0.5753
0.099576,0.5753
1.000000,0.5726
1.000000,0.5746
0.051448,0.5949
0.024948,0.6193
0.015647,0.5731
0.040499,0.5814
1.000000,0.5690
0.042356,0.5841
1.000000,0.5680
1.000000,0.5670
1.000000,0.5573
1.000000,0.5966
1.000000,0.5629
1.000000,0.5853
1.000000,0.5795
1.000000,0.5910
0.067021,0.6059
0.017362,0.6608
0.001080,0.5866
0.005996,0.5983
0.016792,0.5897
0.035799,0.5802
0.068925,0.5819
0.087566,0.5788
0.094536,0.5783
0.069959,0.5849
0.069352,0.5783
0.074212,0.5822
0.064594,0.5856
0.059186,0.5832
0.062483,0.5827
0.070817,0.5790
0.064681,0.5861
0.058825,0.5812
0.063656,0.5851
0.069650,0.5797
0.078241,0.5822
1.000000,0.5697
1.000000,0.5780
1.000000,0.5739
0.080850,0.5849
0.031231,0.6337
0.010788,0.5709
0.026940,0.5812
0.047284,0.5919
0.061433,0.5753
0.067642,0.5890
0.052564,0.5849
0.056825,0.5851
0.069228,0.5805
0.072918,0.5829
0.058083,0.5871
0.063425,0.5780
0.067001,0.5853
0.052693,0.5861
0.055585,0.5839
0.058519,0.5846
0.068308,0.5819
1.000000,0.5665
1.000000,0.5768
1.000000,0.5495
1.000000,0.5463
1.000000,0.5631
0.095144,0.6225
0.017566,0.5958
0.027216,0.5851
0.065045,0.5763
0.089176,0.5810
1.000000,0.5692
1.000000,0.5770
1.000000,0.5827
0.047861,0.6044
0.027377,0.5976
0.035667,0.5748
0.081096,0.5770
0.070539,0.5875
0.056758,0.5810
0.068056,0.5817
0.082404,0.5768
0.074764,0.5834
0.067299,0.5802
0.079810,0.5783
0.068221,0.5863
0.073513,0.5773
1.000000,0.5680
1.000000,0.5766
1.000000,0.5778
1.000000,0.5753
0.043085,0.6317
0.005929,0.6418
0.003243,0.5917
0.010389,0.5773
0.032100,0.5722
0.082434,0.5822
0.061271,0.5880
0.061464,0.5795
0.102603,0.5751
1.000000,0.5744
1.000000,0.5753
0.067078,0.5937
0.025344,0.6276
0.014811,0.5697
0.031202,0.5841
0.049709,0.5846
0.051410,0.5897
0.061436,0.5761
0.116340,0.5753
1.000000,0.5712
1.000000,0.5868
1.000000,0.5570
1.000000,0.5885
1.000000,0.5736
1.000000,0.5849
0.045365,0.6210
0.014482,0.6217
0.008523,0.5883
0.025930,0.5802
0.070074,0.5766
0.119421,0.5763
0.079877,0.5836
0.053506,0.5897
0.046217,0.5853
1.000000,0.0000
1.000000,0.5773
1.000000,0.5800
1.000000,0.5492
1.000000,0.6042
0.017258,0.6872
0.001773,0.7448
0.005494,0.5966
0.003067,0.5968
0.009894,0.6107
0.017000,0.5995
0.027307,0.5814
0.010062,0.6002
0.015510,0.5890
0.021626,0.5707
0.033445,0.5995
0.020912,0.6107
0.014376,0.6178
0.010894,0.5812
0.016100,0.5736
0.042109,0.5575
0.078886,0.5873
0.032845,0.6120
0.015905,0.5753
0.029134,0.5748
0.033614,0.6142
0.014977,0.5697
0.024345,0.6071
0.019792,0.5607
0.034603,0.6022
0.025009,0.5839
0.043535,0.5531
1.000000,0.5829
1.000000,0.5538
0.046876,0.6547
0.001652,0.5866
0.003035,0.5756
0.004620,0.6156
0.008222,0.5575
0.017303,0.6010
0.019142,0.5963
0.018655,0.6115
0.016377,0.5827
0.023083,0.5741
1.000000,0.5443
1.000000,0.5800
0.030491,0.6286
0.013613,0.6845
0.014537,0.6034
0.020333,0.5929
0.002453,0.5502
0.011308,0.5399
0.037252,0.5756
0.060882,0.5788
1.000000,0.5470
1.000000,0.5726
1.000000,0.5853
0.021213,0.7126
0.011234,0.7617
0.007798,0.6042
0.009664,0.5643
0.003782,0.5939
0.008016,0.5885
0.017202,0.5499
0.003426,0.5756
0.010041,0.5770
0.027031,0.5421
0.065368,0.5856
1.000000,0.5587
1.000000,0.5639
0.015005,0.6574
0.003634,0.7827
0.008087,0.6200
0.001150,0.5614
0.006529,0.6173
0.013400,0.5602
0.025663,0.5731
0.011053,0.5629
0.034171,0.5477
1.000000,0.5626
0.055905,0.6129
0.015366,0.5951
0.018184,0.5643
0.059970,0.5575
0.073927,0.5961
0.040407,0.5621
0.088522,0.5753
0.080352,0.5729
0.083779,0.5751
0.072872,0.5775
0.066745,0.5761
0.067392,0.5773
0.043581,0.6012
0.023015,0.5692
1.000000,0.5355
0.050343,0.5810
0.060753,0.5880
0.044712,0.5785
0.083192,0.5617
1.000000,0.5729
1.000000,0.5790
1.000000,0.5499
0.039307,0.6547
0.002643,0.6283
0.019948,0.6205
0.024102,0.6095
0.003001,0.6051
0.004020,0.6105
0.007269,0.6000
0.010656,0.5419
0.031165,0.5460
0.050719,0.6090
0.018532,0.5607
0.044276,0.5707
0.075067,0.5780
1.000000,0.5570
1.000000,0.5739
1.000000,0.6247
1.000000,0.6142
0.019662,0.7766
0.004554,0.6684
0.000395,0.6923
0.000593,0.5890
0.002623,0.5443
0.007433,0.5663
0.015548,0.5832
0.001554,0.5739
0.005977,0.5929
0.012248,0.6059
0.013590,0.5897
0.018292,0.5932
0.021935,0.6002
0.023199,0.5792
0.036881,0.5717
1.000000,0.5546
1.000000,0.5902
0.026857,0.6637
0.001251,0.8000
0.002926,0.6366
0.011654,0.6168
0.004730,0.5897
0.006357,0.5941
0.015992,0.5907
0.026362,0.5636
0.016893,0.5729
0.030731,0.5919
0.043315,0.5424
1.000000,0.5907
1.000000,0.6020
1.000000,0.5424
1.000000,0.5634
1.000000,0.5634
0.013449,0.7424
0.014503,0.5873
0.014304,0.6103
0.021731,0.6007
0.004807,0.5768
0.011348,0.5849
0.017894,0.6059
0.015578,0.6083
0.013749,0.5832
0.025210,0.5582
1.000000,0.5451
0.053623,0.5922
0.018916,0.7067
0.012985,0.5538
0.014360,0.6129
0.022017,0.6056
0.003057,0.5670
